Organization,Availability,Division,SystemType,SystemName,Platform,Model,MlperfModel,Scenario,Result,Accuracy,number_of_nodes,host_processor_model_name,host_processors_per_node,host_processor_core_count,accelerator_model_name,accelerators_per_node,Location,framework,operating_system,notes,compilance,errors,version,inferred,has_power,Units
MLCommons,available,open,"edge","Arjuns-MacBook-Pro-2.local (auto detected)",Arjuns_MacBook_Pro_2.local-reference-cpu-onnxruntime-v1.13.1-default,resnet50,resnet,Offline,64.3801,76.456,1,"",1,10,"N/A","0",open/MLCommons/results/Arjuns_MacBook_Pro_2.local-reference-cpu-onnxruntime-v1.13.1-default/resnet50/offline,"onnxruntime"," (darwin-22.2.0)","",1,0,v3.0,0,False,Samples/s
